Production Budget ($),Worldwide Gross ($)
"$20,000,000 ","$305,070 "
"$50,000,000 ","$223,564,608 "
"$22,000,000 ","$189,800,000 "
"$5,000,000 ","$5,438,120 "
"$38,000,000 ","$120,000,000 "
"$16,000,000 ","$45,284,974 "
"$10,000,000 ","$29,317,886 "
"$16,000,000 ","$246,400,000 "
"$40,000,000 ","$38,087,756 "
"$15,000,000 ","$50,003,303 "
"$35,000,000 ","$99,423,000 "
"$30,000,000 ","$160,502,573 "
"$27,000,000 ","$44,342,956 "
"$10,500,000 ","$125,169 "
"$25,000,000 ","$4,064,333 "
"$13,700,000 ","$56,598,476 "
"$15,000,000 ","$529,766 "
"$12,000,000 ","$21,089,146 "
"$26,000,000 ","$13,738,574 "
"$2,500,000 ","$5,683,371 "
"$22,000,000 ","$175,516,617 "
"$4,000,000 ","$7,555,256 "
"$50,000,000 ","$26,097,497 "
"$20,000,000 ","$22,119,269 "
"$14,000,000 ","$2,461,628 "
"$30,000,000 ","$246,100,000 "
"$30,000,000 ","$23,998,226 "
"$40,000,000 ","$14,942,422 "
"$3,500,000 ","$27,936,778 "
"$90,000,000 ","$366,101,666 "
"$72,000,000 ","$209,045,522 "
"$6,000,000 ","$11,784,569 "
"$55,000,000 ","$282,300,000 "
"$50,000,000 ","$83,306,268 "
"$100,000,000 ","$336,529,144 "
"$250,000 ","$2,477,155 "
"$85,000,000 ","$113,487,912 "
"$65,000,000 ","$334,100,000 "
"$28,000,000 ","$31,390,587 "
"$25,000,000 ","$22,032,635 "
"$23,000,000 ","$141,247,413 "
"$75,000,000 ","$127,361,412 "
"$35,000,000 ","$113,354,449 "
"$60,000,000 ","$104,324,083 "
"$45,000,000 ","$35,627,222 "
"$1,500,000 ","$20,412,216 "
"$175,000,000 ","$264,246,220 "
"$22,000,000 ","$110,521,733 "
"$6,000,000 ","$34,449,356 "
"$20,000,000 ","$122,133,227 "
"$24,000,000 ","$669,276 "
"$7,000,000 ","$25,532,388 "
"$50,000,000 ","$152,022,333 "
"$50,000 ","$10,426,506 "
"$40,000,000 ","$37,750,754 "
"$30,000,000 ","$328,125,643 "
"$20,000,000 ","$27,688,744 "
"$5,000,000 ","$15,126,948 "
"$32,000,000 ","$18,552,460 "
"$50,000,000 ","$67,823,573 "
"$55,000,000 ","$347,100,000 "
"$30,000,000 ","$212,400,000 "
"$50,000,000 ","$10,359,006 "
"$50,000,000 ","$9,812,870 "
"$30,250,000 ","$115,021,008 "
"$6,100,000 ","$2,108,367 "
"$20,000,000 ","$32,051,917 "
"$14,000,000 ","$19,637,147 "
"$4,000,000 ","$49,800,000 "
"$16,500,000 ","$134,993,774 "
"$62,000,000 ","$107,822,813 "
"$60,000,000 ","$356,429,941 "
"$68,000,000 ","$77,224,232 "
"$52,000,000 ","$110,400,000 "
"$30,000,000 ","$364,545,516 "
"$55,000,000 ","$159,387,195 "
"$11,000,000 ","$2,794,056 "
"$11,000,000 ","$2,844,379 "
"$65,000,000 ","$262,758,310 "
"$58,000,000 ","$87,100,000 "
"$45,000,000 ","$34,668,249 "
"$92,000,000 ","$18,517,322 "
"$4,000,000 ","$4,301,000 "
"$29,000,000 ","$168,841,459 "
"$31,000,000 ","$106,282,604 "
"$18,000,000 ","$4,100,000 "
"$11,000,000 ","$83,088,295 "
"$9,200,000 ","$4,199,334 "
"$6,000,000 ",$0 
"$60,000,000 ","$100,645,801 "
"$10,000 ",$527 
"$14,500,000 ","$147,542,381 "
"$12,500,000 ","$1,412,799 "
"$20,000,000 ","$25,732,986 "
"$44,000,000 ","$22,730,924 "
"$38,000,000 ","$10,229,300 "
"$75,000,000 ","$817,400,878 "
"$55,000,000 ","$60,209,334 "
"$5,900,000 ","$37,831,658 "
"$40,000,000 ","$20,278,055 "
"$10,000,000 ","$41,004,412 "
"$5,000,000 ","$407,488 "
"$47,000,000 ","$12,900,000 "
"$18,000,000 ","$2,483,790 "
"$7,500,000 ","$36,238,752 "
"$8,000,000 ","$34,873,513 "
"$15,000,000 ","$55,669,466 "
"$8,000,000 ","$5,656,388 "
"$55,000,000 ","$122,079,192 "
"$12,000,000 ","$4,880,941 "
"$7,000,000 ","$16,149,180 "
"$39,000,000 ","$37,956,589 "
"$45,000,000 ","$36,404,841 "
"$10,000,000 ","$3,357,324 "
"$4,500,000 ","$7,011,317 "
"$2,500,000 ","$34,557,416 "
"$35,000,000 ","$1,320,043 "
"$25,000,000 ","$10,039,566 "
"$13,000,000 ","$2,104,439 "
"$32,000,000 ","$152,036,382 "
"$25,530,000 ","$30,593,313 "
"$80,000,000 ","$457,697,994 "
"$18,000,000 ","$26,936,265 "
"$57,000,000 ","$104,364,680 "
"$32,000,000 ","$4,357,406 "
"$9,000,000 ","$36,049,108 "
"$80,000,000 ","$158,908,290 "
"$20,000,000 ","$34,600,000 "
"$47,000,000 ","$102,825,796 "
"$100,000,000 ","$234,400,000 "
"$100,000,000 ","$325,500,000 "
"$5,000,000 ","$12,961,389 "
"$55,000,000 ","$273,814,019 "
"$50,000,000 ","$113,309,743 "
"$75,000,000 ","$336,069,511 "
"$45,000,000 ","$17,220,599 "
"$45,000,000 ","$20,133,326 "
"$1,000,000 ","$1,615,787 "
"$30,000,000 ","$19,892,205 "
"$3,100,000 ","$71,558,971 "
"$40,000,000 ","$152,266,007 "
"$25,000,000 ","$32,223,424 "
"$25,000,000 ","$36,682,170 "
"$2,000,000 ","$304,602 "
"$7,000,000 ","$51,204,567 "
"$70,000,000 ","$308,700,000 "
"$55,000,000 ","$18,582,965 "
"$45,000,000 ","$75,854,588 "
"$19,000,000 ","$1,353,824 "
"$40,000,000 ","$27,682,712 "
"$3,500,000 ","$13,795,053 "
"$3,000,000 ","$295,493 "
"$65,000,000 ","$148,345,997 "
"$50,000,000 ","$25,426,861 "
"$45,000,000 ","$58,617,334 "
"$3,000,000 ","$2,962,051 "
"$25,000,000 ","$51,702,929 "
"$67,000,000 ","$18,115,927 "
"$30,000,000 ","$181,489,203 "
"$300,000 ","$2,525,984 "
"$38,000,000 ","$17,378,193 "
"$4,500,000 ","$13,417,292 "
"$88,000,000 ","$495,700,000 "
"$800,000 ","$5,034,794 "
"$13,000,000 ","$26,570,048 "
"$2,400,000 ","$5,691,854 "
"$44,000,000 ","$165,600,852 "
"$200,000 ","$6,618,578 "
"$14,000,000 ","$15,171,475 "
"$65,000,000 ","$33,447,612 "
"$55,000,000 ","$38,564,422 "
"$25,000,000 ","$27,572,844 "
"$1,300,000 ","$749,741 "
"$80,000,000 ","$250,200,000 "
"$42,000,000 ","$41,267,469 "
"$35,000,000 ","$231,711,151 "
"$4,833,610 ","$34,175,000 "
"$60,000,000 ","$129,832,389 "
"$46,000,000 ","$150,000,000 "
"$5,500,000 ","$36,665,191 "
"$20,000,000 ","$26,792,700 "
"$46,000,000 ","$100,833,145 "
"$7,000,000 ","$98,754,000 "
"$80,000,000 ","$101,371,017 "
"$50,000,000 ","$274,000,000 "
"$36,000,000 ","$13,052,741 "
"$23,000,000 ","$12,803,305 "
"$21,500,000 ","$22,331,846 "
"$15,000,000 ","$173,046,663 "
"$12,000,000 ","$63,118,386 "
"$55,000,000 ","$151,947,179 "
"$18,000,000 ","$7,129,670 "
"$15,000,000 ","$76,382 "
"$90,000,000 ","$587,790,539 "
"$3,000,000 ","$27,788,649 "
"$25,000 ","$2,883,661 "
"$5,000,000 ","$353,480 "
"$8,000,000 ","$590,817 "
"$45,000,000 ","$2,154,540 "
"$4,000,000 ","$2,922,988 "
"$36,000,000 ","$50,159,144 "
"$35,000,000 ","$6,448,817 "
"$18,000,000 ","$67,683,989 "
"$50,000,000 ","$50,068,310 "
"$26,000,000 ","$1,083,350 "
"$35,000,000 ","$65,303,052 "
"$35,000,000 ","$2,221,994 "
"$3,000,000 ","$4,109,095 "
"$27,000,000 ","$60,527,873 "
"$10,000,000 ","$12,554,569 "
"$45,000,000 ","$302,710,615 "
"$20,000,000 ","$35,450,113 "
"$90,000,000 ","$140,900,000 "
"$32,000,000 ","$3,588,602 "
"$250,000 ","$743,216 "
"$90,000,000 ","$169,400,000 "
"$250,000 ","$15,155,095 "
"$42,000,000 ","$4,408,420 "
"$3,000,000 ","$4,002,884 "
"$90,000,000 ","$120,100,000 "
"$300,000 ","$42,735 "
"$10,000,000 ","$225,933,435 "
"$75,000,000 ","$618,638,999 "
"$80,000,000 ","$224,117,573 "
"$12,000,000 ","$14,010,363 "
"$110,000,000 ","$150,468,000 "
"$70,000,000 ","$250,700,000 "
"$2,700,000 ","$15,600,000 "
"$125,000,000 ","$238,317,814 "
"$46,000,000 ","$298,923,419 "
"$4,000,000 ","$12,836 "
"$1,000,000 ","$542,909 "
"$80,000,000 ","$241,200,000 "
"$115,000,000 ","$178,200,000 "
"$100,000,000 ","$121,100,000 "
"$50,000,000 ","$10,561,038 "
"$5,000,000 ","$14,843,425 "
"$55,000,000 ","$174,463,257 "
"$25,000,000 ","$64,594,061 "
"$85,000,000 ","$315,268,353 "
"$40,000,000 ","$87,949,859 "
"$80,000,000 ","$142,783,718 "
"$70,000,000 ","$131,445,884 "
"$3,500,000 ","$257,938,649 "
"$60,000,000 ","$26,673,242 "
"$16,000,000 ","$1,686,429 "
"$15,000,000 ","$63,706,632 "
"$50,000,000 ","$48,169,156 "
"$25,000,000 ","$41,076,865 "
"$450,000 ","$450,349 "
"$26,000,000 ","$5,000 "
"$95,000,000 ","$263,900,000 "
"$85,000,000 ","$35,681,080 "
"$35,000,000 ","$126,204,977 "
"$35,000,000 ","$83,226,569 "
"$50,000,000 ","$62,967,368 "
"$18,000,000 ","$16,011,975 "
"$7,500,000 ","$43,492,389 "
"$60,000,000 ","$33,956,608 "
"$55,000,000 ","$11,532,774 "
"$15,000,000 ","$43,111,725 "
"$5,000,000 ","$7,951,247 "
"$57,000,000 ","$153,007,424 "
"$17,000,000 ","$125,250,091 "
"$36,000,000 ","$12,532,777 "
"$38,000,000 ","$6,504,442 "
"$12,000,000 ","$220,175 "
"$45,000,000 ","$136,998,907 "
"$15,000,000 ","$31,070,412 "
"$12,000 ","$413,802 "
"$90,000,000 ","$165,900,000 "
"$28,000,000 ","$8,165,213 "
"$60,000,000 ","$159,356,941 "
"$53,000,000 ","$139,801,290 "
"$20,000,000 ","$13,801,755 "
"$40,000,000 ","$45,916,769 "
"$35,000,000 ","$25,078,937 "
"$30,000,000 ","$51,327,406 "
"$80,000,000 ","$177,993,801 "
"$60,000,000 ","$160,700,000 "
"$50,000,000 ","$80,369,970 "
"$40,000,000 ","$58,250,151 "
"$24,000,000 ","$101,363,301 "
"$20,000,000 ","$10,686,841 "
"$5,000,000 ","$21,277,770 "
"$200,000,000 ","$2,207,615,668 "
"$110,000,000 ","$339,504,276 "
"$38,000,000 ","$61,894,591 "
"$50,000,000 ","$314,111,923 "
"$80,000,000 ","$20,841,123 "
"$28,000,000 ","$5,686,694 "
"$15,000,000 ","$64,252,038 "
"$12,000,000 ","$74,727,492 "
"$12,500,000 ","$1,612,957 "
"$25,000,000 ","$22,411,948 "
"$4,000,000 ","$302,204 "
"$2,300,000 ","$574,838 "
"$140,000,000 ","$554,600,000 "
"$70,000,000 ","$19,870,567 "
"$8,000,000 ","$17,394,881 "
"$2,650,000 ","$16,556 "
"$25,000,000 ","$56,042,592 "
"$45,000,000 ","$11,203,026 "
"$5,000,000 ","$2,080,693 "
"$80,000,000 ","$71,485,043 "
"$60,000,000 ","$152,457,863 "
"$17,000,000 ","$30,331,165 "
"$73,000,000 ","$50,168,294 "
"$29,000,000 ","$54,045,832 "
"$500,000 ","$367,582 "
"$68,000 ","$33,598 "
"$27,000,000 ","$27,257,061 "
"$10,000,000 ","$45,779 "
"$80,000,000 ","$136,047,317 "
"$60,000,000 ","$32,983,332 "
"$15,000,000 ","$11,156,471 "
"$10,000,000 ","$13,835,130 "
"$35,000,000 ","$56,968,169 "
"$7,000,000 ","$306,715 "
"$65,000,000 ","$39,017,984 "
"$20,000,000 ","$55,576,699 "
"$11,900,000 ","$48,856 "
"$6,000,000 ","$31,716,953 "
"$27,000,000 ","$10,341,093 "
"$24,000,000 ","$4,356,126 "
"$20,000,000 ","$26,146,072 "
"$5,000,000 ","$143,273 "
"$4,500,000 ","$713,413 "
"$35,000,000 ","$10,319,915 "
"$20,000,000 ","$37,226,218 "
"$6,000,000 ","$21,787,233 "
"$2,000,000 ","$72,544 "
"$15,000,000 ","$29,145,924 "
"$13,000,000 ","$27,066,941 "
"$6,000,000 ","$58,809,149 "
"$1,000,000 ","$2,315,026 "
"$60,000,000 ","$264,118,201 "
"$17,000,000 ","$55,041,738 "
"$60,000,000 ","$186,883,563 "
"$40,000,000 ","$38,172,500 "
"$30,000,000 ","$29,203,383 "
"$2,000,000 ","$539,961 "
"$125,000,000 ","$376,000,000 "
"$18,500,000 ","$13,711,903 "
"$3,500,000 ","$10,317,779 "
"$30,000,000 ","$81,529,000 "
"$30,000,000 ","$19,035,741 "
"$20,000,000 ","$15,055,091 "
"$15,000,000 ","$46,189,568 "
"$4,030,000 ","$2,542,264 "
"$70,000,000 ","$116,625,798 "
"$25,000,000 ","$82,150,642 "
"$23,000,000 ","$190,191,646 "
"$9,000,000 ","$4,313,644 "
"$3,500,000 ","$6,451,628 "
"$90,000,000 ","$303,500,000 "
"$66,000,000 ","$189,176,423 "
"$650,000 ","$2,301,777 "
"$71,500,000 ","$294,156,605 "
"$48,000,000 ","$77,562,568 "
"$2,000,000 ","$7,756,617 "
"$1,500,000 ","$2,380,606 "
"$73,000,000 ","$103,891,409 "
"$1,000,000 ","$21,210 "
"$300,000 ","$10,876 "
"$22,000,000 ","$360,099,999 "
"$65,000,000 ","$233,700,000 "
"$55,000,000 ","$1,147,784 "
"$65,000,000 ","$485,035,085 "
"$15,000,000 ","$19,014,238 "
"$10,000,000 ","$30,143,795 "
"$50,000,000 ","$49,105,766 "
"$26,000,000 ","$65,705,772 "
"$5,000,000 ","$23,047,939 "
"$80,000,000 ","$349,464,664 "
"$13,000,000 ","$8,064,972 "
"$60,000,000 ","$48,585,416 "
"$20,000,000 ","$37,672,944 "
"$10,000,000 ","$244,465 "
"$5,000,000 ","$5,502,773 "
"$45,000,000 ","$131,237,688 "
"$14,000,000 ","$15,064,948 "
"$1,000,000 ","$3,465,703 "
"$13,000,000 ","$16,757,163 "
"$250,000 ","$203,134 "
"$19,000,000 ","$8,123,860 "
"$60,000,000 ","$12,069,719 "
"$1,300,000 ","$1,647,780 "
"$1,000,000 ","$1,087,521 "
"$100,000 ","$6,121,582 "
"$35,000,000 ","$245,300,000 "
"$30,000,000 ","$26,708,196 "
"$2,000,000 ","$134,624 "
"$55,000,000 ","$70,692,101 "
"$14,000,000 ","$72,571,864 "
"$8,000,000 ","$2,256,606 "
"$1,000,000 ","$22,434 "
"$55,000,000 ","$198,750,909 "
"$140,000,000 ","$285,400,000 "
"$40,000,000 ","$71,743,823 "
"$68,000 ","$4,678,513 "
"$60,000,000 ","$68,336,997 "
"$53,000,000 ","$22,852,487 "
"$25,000,000 ","$50,692,188 "
"$3,000,000 ","$5,746,453 "
"$75,000,000 ","$14,623,082 "
"$1,000,000 ","$627,287 "
"$20,000,000 ","$20,268,825 "
"$12,000,000 ","$12,905,901 "
"$10,000,000 ","$6,719,864 "
"$25,000,000 ","$780,326 "
"$20,000,000 ","$18,310,591 "
"$12,000,000 ","$22,921,898 "
"$300,000 ","$373,615 "
"$250,000 ","$8,969,065 "
"$70,000,000 ","$117,800,000 "
"$50,000,000 ","$34,645,374 "
"$26,000,000 ","$279,500,000 "
"$17,000,000 ","$16,316,273 "
"$10,000,000 ","$19,080,435 "
"$85,000,000 ","$44,650,003 "
"$24,000,000 ","$40,020,622 "
"$85,000,000 ","$250,649,836 "
"$45,000,000 ","$363,095,319 "
"$28,000,000 ","$140,894,685 "
"$12,000,000 ","$6,200,000 "
"$3,000,000 ","$55,193,251 "
"$2,900,000 ","$17,006,158 "
"$80,000,000 ","$69,131,860 "
"$15,000,000 ","$10,513,979 "
"$10,000,000 ","$21,094,974 "
"$80,000,000 ","$164,800,000 "
"$13,000,000 ","$10,020,081 "
"$10,000,000 ","$25,358,996 "
"$8,000,000 ","$146,083 "
"$65,000,000 ","$250,800,000 "
"$60,000,000 ","$218,613,188 "
"$52,000,000 ","$97,709,034 "
"$80,000,000 ","$50,632,037 "
"$60,000,000 ","$56,709,981 "
"$50,000,000 ","$202,173,000 "
"$50,000,000 ","$159,745,279 "
"$15,000,000 ","$40,283,321 "
"$10,000,000 ","$5,045,359 "
"$34,000,000 ","$11,263,966 "
"$7,000,000 ","$7,824,358 "
"$48,000,000 ","$107,752,036 "
"$28,000,000 ","$8,891,623 "
"$17,000,000 ","$11,634,458 "
"$8,000,000 ","$22,591,451 "
"$1,700,000 ","$2,891,228 "
"$75,000,000 ","$30,626,690 "
"$40,000,000 ","$22,365,133 "
"$30,000,000 ","$12,017,369 "
"$16,000,000 ","$54,294,169 "
"$1,600,000 ","$2,627,795 "
"$30,000,000 ","$4,967,493 "
"$180,000 ","$1,628,579 "
"$10,000,000 ","$63,465,522 "
"$40,000,000 ","$28,544,120 "
"$6,000 ","$240,495 "
"$22,000,000 ","$19,288,130 "
"$600,000 ","$85,343 "
"$10,000,000 ","$12,179,708 "
"$3,000,000 ","$3,076,820 "
"$40,000,000 ","$96,398,826 "
"$6,000,000 ","$6,852,450 "
"$66,000 ","$602,920 "
"$23,000,000 ","$10,660,147 "
"$12,000,000 ","$2,062,406 "
"$1,000,000 ","$5,494 "
"$60,000,000 ","$35,319,689 "
"$14,000,000 ","$4,741,987 "
"$5,000,000 ","$19,421,271 "
"$4,000,000 ","$64,359 "
"$65,000,000 ","$463,517,383 "
"$13,000,000 ","$60,414,025 "
"$55,000,000 ","$34,105,207 "
"$8,300,000 ","$2,598,224 "
"$5,000,000 ","$99,147 "
"$50,000,000 ","$31,333,917 "
"$13,000,000 ","$6,276,869 "
"$3,000,000 ","$101,773 "
"$75,000,000 ","$73,521,587 "
"$33,000,000 ","$8,408,835 "
"$20,700,000 ","$2,840,417 "
"$14,000,000 ","$6,552,255 "
"$8,500,000 ","$17,202,854 "
"$66,000,000 ","$211,700,000 "
"$15,000,000 ","$4,023,741 "
"$2,000,000 ","$1,152,411 "
"$50,000,000 ","$161,626,121 "
"$6,000,000 ","$4,398,989 "
"$30,000,000 ","$176,885,658 "
"$11,000,000 ","$75,803,716 "
"$1,350,000 ","$28,356,188 "
"$68,000,000 ","$60,265,197 "
"$48,000,000 ","$151,463,090 "
"$21,000,000 ","$36,882,378 "
"$14,000,000 ","$14,395,874 "
"$115,000,000 ","$1,027,044,677 "
"$15,000,000 ","$8,322,608 "
"$375,000 ","$617,172 "
"$42,000,000 ","$363,728,226 "
"$16,000,000 ","$11,810,854 "
"$4,000,000 ","$399,793 "
"$68,000,000 ","$33,462,011 "
"$48,000,000 ","$124,304,264 "
"$40,000,000 ","$672,806,292 "
"$10,000,000 ","$836,641 "
"$145,000,000 ","$448,191,819 "
"$60,000,000 ","$149,705,852 "
"$10,700,000 ","$31,341,183 "
"$1,750,000 ","$22,879,194 "
"$30,000,000 ","$228,641,283 "
"$175,000,000 ","$221,229,335 "
"$21,000,000 ","$52,037,603 "
"$80,000,000 ","$416,385,488 "
"$24,000,000 ","$16,304,786 "
"$600,000 ","$248,300,000 "
"$65,000,000 ","$104,267,443 "
"$27,000,000 ","$31,770,413 "
"$6,000,000 ","$25,059,640 "
"$4,000,000 ","$34,145 "
"$80,000,000 ","$180,188,905 "
"$75,000,000 ","$97,387,965 "
"$10,000,000 ","$10,571,408 "
"$60,000,000 ","$165,048,228 "
"$70,000,000 ","$310,138,178 "
"$500,000 ","$1,027,228 "
"$250,000 ","$20,628 "
"$64,000,000 ","$63,200,000 "
"$14,000,000 ","$30,628,981 "
"$10,000,000 ","$6,030,047 "
"$2,000,000 ","$20,741,000 "
"$700,000 ","$10,508 "
"$32,000,000 ","$2,899,970 "
"$55,000,000 ","$98,699,769 "
"$25,000,000 ","$11,115,766 "
"$16,000,000 ","$5,825,314 "
"$40,000,000 ","$53,864,342 "
"$40,000,000 ","$10,717,421 "
"$7,000,000 ","$15,471,229 "
"$125,000,000 ","$61,698,899 "
"$34,000,000 ","$10,672,566 "
"$22,000,000 ","$9,818,792 "
"$15,000,000 ","$11,614,954 "
"$7,000,000 ","$2,165,637 "
"$5,700,000 ","$69,582 "
"$6,500,000 ","$28,383,441 "
"$1,600,000 ","$6,026,908 "
"$21,500,000 ","$24,419,219 "
"$12,000,000 ","$234,723,148 "
"$15,000,000 ","$356,258,047 "
"$50,000,000 ","$46,112,640 "
"$36,000,000 ","$117,448,157 "
"$12,000,000 ","$178,287 "
"$3,500,000 ","$9,871 "
"$250,000 ","$178,095 "
"$40,000,000 ","$177,835,231 "
"$28,700,000 ","$4,559,569 "
"$18,000,000 ","$229,311 "
"$15,000,000 ","$4,956,401 "
"$35,000,000 ","$310,332,636 "
"$32,000,000 ","$89,441,732 "
"$12,000,000 ","$21,133,087 "
"$4,000,000 ","$2,793,776 "
"$30,000,000 ","$163,644,662 "
"$13,000,000 ","$5,871,603 "
"$60,000,000 ","$290,701,374 "
"$18,000,000 ","$92,935,067 "
"$11,900,000 ","$81,897 "
"$65,000,000 ","$100,851,897 "
"$50,000,000 ","$27,100,030 "
"$10,000,000 ","$6,197,866 "
"$7,200,000 ","$12,678,312 "
"$32,000,000 ","$16,640,210 "
"$21,000,000 ","$17,396 "
"$20,000,000 ","$10,570,375 "
"$15,000,000 ","$1,954,202 "
"$9,000,000 ","$34,572,780 "
"$6,500,000 ","$10,155,691 "
"$500,000 ","$2,047,570 "
"$20,000,000 ","$150,350,000 "
"$19,000,000 ","$65,090,541 "
"$13,000,000 ","$32,382,381 "
"$3,250,000 ","$7,680 "
"$10,000,000 ","$10,019,109 "
"$135,000,000 ","$361,730,660 "
"$90,000,000 ","$511,358,276 "
"$70,000,000 ","$207,068,340 "
"$100,000,000 ","$212,026,975 "
"$35,000,000 ","$630,779 "
"$27,000,000 ","$4,485,485 "
"$312,000 ","$1,788,168 "
"$60,000,000 ","$36,850,101 "
"$35,000,000 ","$26,613,620 "
"$30,000,000 ","$52,880,016 "
"$4,500,000 ","$5,428,387 "
"$40,000,000 ","$13,508,635 "
"$30,000,000 ","$11,578,022 "
"$21,000,000 ","$17,760,244 "
"$13,000,000 ","$27,151,490 "
"$10,000,000 ","$15,164,492 "
"$3,000,000 ","$9,017,070 "
"$50,000,000 ","$14,271,297 "
"$23,000,000 ","$18,653,615 "
"$15,000,000 ","$1,970,268 "
"$10,000,000 ","$43,948,865 "
"$105,000,000 ","$298,815,224 "
"$90,000,000 ","$87,420,776 "
"$75,000,000 ","$39,251,128 "
"$37,000,000 ","$48,446,802 "
"$20,000,000 ","$6,201,757 "
"$24,000,000 ","$28,871,190 "
"$60,000,000 ","$100,230,832 "
"$52,000,000 ","$47,407,635 "
"$45,000,000 ","$90,523,726 "
"$40,000,000 ","$128,792,135 "
"$36,000,000 ","$14,378,353 "
"$25,000,000 ","$13,038,660 "
"$24,000,000 ","$8,427,204 "
"$27,000 ","$8,231 "
"$38,000,000 ","$73,956,241 "
"$80,000,000 ","$60,507,228 "
"$4,000,000 ","$9,821,335 "
"$15,000,000 ","$12,801,190 "
"$3,000,000 ","$4,142,507 "
"$1,000,000 ","$1,425,707 "
"$60,000,000 ","$14,816,494 "
"$25,000 ","$195,043 "
"$9,000,000 ","$20,035,310 "
"$7,000,000 ","$411,874 "
"$36,000,000 ","$2,954,405 "
"$15,000,000 ","$18,260,865 "
"$4,000,000 ","$185,577 "
"$33,000,000 ","$173,559,438 "
"$40,000,000 ","$51,867,723 "
"$24,000,000 ","$85,527,867 "
"$23,000,000 ","$53,182,088 "
"$9,000,000 ","$28,773,637 "
"$35,000,000 ","$33,422,485 "
"$36,000,000 ","$23,360,779 "
"$50,000,000 ","$6,291,602 "
"$25,000,000 ","$24,355,762 "
"$16,000,000 ","$15,980,376 "
"$2,000,000 ","$10,672,492 "
"$90,000,000 ","$259,736,090 "
"$60,000,000 ","$39,235,486 "
"$50,000,000 ","$257,805,243 "
"$23,000,000 ","$112,036,870 "
"$25,000,000 ","$91,036,760 "
"$15,000,000 ","$10,845,127 "
"$15,000,000 ","$8,735,529 "
"$95,000,000 ","$65,700,000 "
"$20,000,000 ","$47,881,663 "
"$15,000,000 ","$35,007,180 "
"$40,000,000 ","$161,838,076 "
"$10,000,000 ","$1,638,202 "
"$90,000,000 ","$191,200,000 "
"$65,000,000 ","$128,874,043 "
"$45,000,000 ","$113,916,474 "
"$4,000,000 ","$27,786,849 "
"$4,000,000 ","$267,972 "
"$43,000,000 ","$62,063,972 "
"$29,000,000 ","$45,336,404 "
"$8,000,000 ","$28,674,417 "
"$3,000,000 ","$30,438,635 "
"$3,500,000 ","$886,410 "
"$62,000,000 ","$127,630,030 "
"$15,000,000 ","$27,709,625 "
"$14,000,000 ","$12,591,270 "
"$6,000,000 ","$10,619,770 "
"$58,000,000 ","$59,431,365 "
"$31,000,000 ","$68,079,671 "
"$15,000,000 ","$40,862,054 "
"$10,000,000 ","$5,241,315 "
"$103,000,000 ","$457,683,805 "
"$34,000,000 ","$14,291,999 "
"$7,000,000 ","$18,642,318 "
"$3,300,000 ","$5,422,740 "
"$1,300,000 ","$609,042 "
"$1,000,000 ","$428,535 "
"$127,500,000 ","$356,148,063 "
"$18,000,000 ","$29,934,477 "
"$16,000,000 ","$119,739,110 "
"$120,000,000 ","$549,588,516 "
"$55,000,000 ","$71,189,835 "
"$2,000,000 ","$121,807 "
"$55,000,000 ","$304,599,899 "
"$40,000,000 ","$19,417,182 "
"$10,000,000 ","$2,373,937 "
"$5,000,000 ","$16,628,751 "
"$4,500,000 ","$7,389,233 "
"$80,000,000 ","$9,103,630 "
"$75,000,000 ","$36,751,979 "
"$53,012,938 ","$107,190,108 "
"$16,000,000 ","$21,799,652 "
"$2,500,000 ","$1,687,548 "
"$42,000,000 ","$227,793,915 "
"$51,000,000 ","$149,270,999 "
"$150,000 ","$110,719 "
"$110,000,000 ","$215,300,000 "
"$120,000,000 ","$328,711,434 "
"$76,000,000 ","$35,129,610 "
"$60,000,000 ","$71,719,931 "
"$24,000,000 ","$32,662,299 "
"$24,000,000 ","$12,372,410 "
"$65,000,000 ","$69,688,384 "
"$19,000,000 ","$277,200,000 "
"$1,200,000 ","$2,509,344 "
"$75,000,000 ","$296,339,717 "
"$250,000 ","$1,157,672 "
"$15,000,000 ","$5,217,498 "
"$90,000,000 ","$288,693,989 "
"$30,000,000 ","$133,946,923 "
"$20,000,000 ","$18,250,106 "
"$19,000,000 ","$15,911,332 "
"$84,000,000 ","$166,307,945 "
"$33,000,000 ","$47,267,829 "
"$24,000,000 ","$27,732,366 "
"$9,000,000 ","$13,061,935 "
"$2,500,000 ","$9,598 "
"$1,000,000 ","$1,179,462 "
"$75,000,000 ","$213,500,000 "
"$65,000,000 ","$62,761,005 "
"$35,000,000 ","$33,771,965 "
"$15,000,000 ","$213,514,672 "
"$10,000,000 ","$83,593,107 "
"$35,000,000 ","$85,911,226 "
"$3,000,000 ","$38,236,338 "
"$1,000,000 ","$10,037,390 "
"$40,000,000 ","$30,199,105 "
"$23,000,000 ","$13,019,253 "
"$10,000,000 ","$90,453,550 "
"$40,000 ","$277,233 "
"$103,300,000 ","$232,643,008 "
"$500,000 ","$1,167,524 "
"$60,000,000 ","$47,371,191 "
"$35,000,000 ","$15,471,969 "
"$16,000,000 ","$6,615,452 "
"$225,000 ","$1,032,075 "
"$15,000,000 ","$38,574,362 "
"$12,500,000 ","$45,557,491 "
"$8,000,000 ","$10,192,613 "
"$1,000,000 ","$12,996 "
"$6,000,000 ","$20,695,413 "
"$30,000,000 ","$136,706,683 "
